,review_sent,developer
363,0,Milestone S.r.l.
20108,2,Milestone S.r.l.
37301,2,Milestone S.r.l.
44535,0,Milkstone Studios
3902,2,Milkstone Studios
41308,2,Milkstone Studios
48960,2,Milkstone Studios
23138,0,Milkstone Studios
19180,2,Milkstone Studios
26057,1,Milkstone Studios
31651,1,Milkstone Studios
42086,2,Milkstone Studios
33499,2,Milkstone Studios
23864,2,Milkstone Studios
30176,2,Mimimi Productions
7382,2,Mimimi Productions
8,2,MinMax Games Ltd.
41077,2,MinMax Games Ltd.
18356,2,MinMax Games Ltd.
27695,2,MinMax Games Ltd.
37172,1,MinMax Games Ltd.
47232,2,MinMax Games Ltd.
28839,2,Mindstorm Studios
7700,2,"Mine Loader Software Co., Ltd."
34500,2,"Mine Loader Software Co., Ltd."
45409,2,"Mine Loader Software Co., Ltd."
4922,2,"Mine Loader Software Co., Ltd."
46647,2,"Mine Loader Software Co., Ltd."
46788,2,"Mine Loader Software Co., Ltd."
44576,0,"Mine Loader Software Co., Ltd."
53424,2,"Mine Loader Software Co., Ltd."
45035,2,"Mine Loader Software Co., Ltd."
30728,1,"Mine Loader Software Co., Ltd."
47895,1,"Mine Loader Software Co., Ltd."
36226,2,"Mine Loader Software Co., Ltd."
17083,2,"Mine Loader Software Co., Ltd."
22530,2,"Mine Loader Software Co., Ltd."
3523,2,"Mine Loader Software Co., Ltd."
14186,1,"Mine Loader Software Co., Ltd."
31124,1,"Mine Loader Software Co., Ltd."
2471,2,"Mine Loader Software Co., Ltd."
13861,0,"Mine Loader Software Co., Ltd."
14499,2,"Mine Loader Software Co., Ltd."
44506,2,MiniBoss
38566,2,MiniBoss
25593,2,MiniBoss
30284,0,MiniBoss
29602,2,MiniBoss
3481,2,MiniBoss
16548,2,MiniBoss
23384,1,MiniBoss
17619,2,Minor Key Games
46618,0,Minor Key Games
4862,2,Minor Key Games
31190,1,Minor Key Games
31500,2,Minor Key Games
3525,2,Minor Key Games
44080,2,Minor Key Games
9357,2,Minor Key Games
7493,2,Minor Key Games
4008,2,Minor Key Games
34919,2,Minor Key Games
24428,2,Minor Key Games
14322,2,Minor Key Games
12746,1,Minor Key Games
45358,2,Minor Key Games
21830,2,Minor Key Games
3997,2,Minor Key Games
42618,2,Minor Key Games
31094,1,Minor Key Games
773,2,Minor Key Games
52840,2,Minor Key Games
52819,2,Minor Key Games
48680,2,Minor Key Games
14550,2,Minor Key Games
21526,0,Minor Key Games
17349,2,Minor Key Games
29683,2,Minority Media Inc.
34705,1,Minority Media Inc.
47587,2,Minority Media Inc.
13089,2,Minskworks
30573,2,Minskworks
35192,2,Mint Age Studios
5308,2,Mint Age Studios
9597,0,Mint Age Studios
7583,1,Mint Age Studios
34877,2,Mint Age Studios
29678,2,Mint Age Studios
17472,2,Mint Age Studios
2411,2,Mint Age Studios
39736,2,Mint Age Studios
6271,2,Mirillis
52897,1,Mirillis
1420,2,Mirillis
37274,2,Mirko Seithe
42655,1,Misfits Attic
35178,2,Misfits Attic
38618,2,Misfits Attic
13695,2,"Mithis Games,THQ Nordic"
18734,2,Mixamo
18626,2,Mixamo
13778,2,Mixamo
42831,0,MoaCube
32992,2,MobileBits
16727,2,Mode 7
40772,2,Mode 7
37368,2,Mode 7
3238,2,Mode 7
15466,2,Mode 7
42898,0,Mode 7
52685,1,Mode 7
6346,2,Mode 7
51233,2,Mode 7
15470,2,Mode 7
43596,2,Mode 7
27214,2,Modern Dream
7124,0,Modern Dream
22039,2,Modern Dream
29456,2,Modern Dream
9757,2,Modern Dream
53321,2,Modern Dream
10543,0,Modern Dream
21892,1,MoeNovel
17656,2,MoeNovel
25835,2,MoeNovel
19267,2,MoeNovel
2573,1,MoeNovel
5086,2,Mohawk Games
41707,2,Mohawk Games
23205,2,Mohawk Games
40868,2,Mohawk Games
31202,2,Mohawk Games
43667,1,Mojang
3413,2,Mokus
9260,0,Moment Studio
41521,2,Mommy's Best Games
15352,0,Mommy's Best Games
37548,2,Monkeys Tales Studio
3622,0,"Monochrome, Inc"
3883,0,"Monochrome, Inc"
27861,2,"Monochrome, Inc"
51280,0,"Monochrome, Inc"
33191,0,"Monochrome, Inc"
17645,2,"Monochrome, Inc"
26234,2,"Monochrome, Inc"
24352,2,"Monochrome, Inc"
1409,2,"Monochrome, Inc"
22452,0,"Monochrome, Inc"
45735,2,"Monochrome, Inc"
42921,2,"Monochrome, Inc"
28557,2,"Monochrome, Inc"
37889,2,"Monochrome, Inc"
12518,2,"Monochrome, Inc"
23201,2,"Monochrome, Inc"
41716,0,"Monochrome, Inc"
49234,2,"Monochrome, Inc"
33599,2,"Monochrome, Inc"
16987,2,"Monochrome, Inc"
47829,2,"Monochrome, Inc"
42707,2,"Monochrome, Inc"
15525,2,"Monochrome, Inc"
48984,2,"Monochrome, Inc"
1868,2,"Monochrome, Inc"
8267,2,"Monochrome, Inc"
18017,2,"Monochrome, Inc"
30509,2,"Monochrome, Inc"
4676,2,"Monochrome, Inc"
18020,2,"Monochrome, Inc"
17991,0,"Monochrome, Inc"
17481,0,"Monochrome, Inc"
33266,0,"Monochrome, Inc"
50772,1,"Monochrome, Inc"
14457,0,"Monochrome, Inc"
24637,2,"Monochrome, Inc"
4317,0,"Monochrome, Inc"
53578,2,"Monochrome, Inc"
41323,2,"Monochrome, Inc"
51114,1,"Monochrome, Inc"
43239,2,"Monochrome, Inc"
1181,2,"Monochrome, Inc"
16729,0,"Monochrome, Inc"
31239,2,"Monochrome, Inc"
31230,1,"Monochrome, Inc"
11176,2,"Monochrome, Inc"
25546,2,"Monochrome, Inc"
28813,1,"Monochrome, Inc"
969,0,"Monochrome, Inc"
12751,2,"Monochrome, Inc"
41738,2,"Monochrome, Inc"
16766,1,"Monochrome, Inc"
3353,0,Monolith
4573,0,Monolith
18063,2,Monolith
6127,2,Monolith Productions
42607,0,Monolith Productions
11543,2,"Monolith Productions, Inc."
21241,1,"Monolith Productions, Inc."
9323,2,"Monolith Productions, Inc."
45300,2,"Monolith Productions, Inc."
53232,0,"Monolith Productions, Inc."
25352,0,"Monolith Productions, Inc."
33684,2,"Monolith Productions, Inc."
50743,2,"Monolith Productions, Inc."
51330,1,"Monolith Productions, Inc."
51196,1,"Monolith Productions, Inc."
26292,2,"Monolith Productions, Inc."
14363,2,"Monolith Productions, Inc."
51524,1,"Monolith Productions, Inc."
9664,2,"Monolith Productions, Inc."
42879,1,"Monolith Productions, Inc."
36383,1,"Monolith Productions, Inc."
2361,2,"Monolith Productions, Inc."
16334,2,"Monolith Productions, Inc."
21703,1,"Monolith Productions, Inc."
51508,2,"Monolith Productions, Inc."
50927,0,"Monolith Productions, Inc."
34502,2,"Monolith Productions, Inc."
28718,1,"Monolith Productions, Inc."
50961,2,"Monolith Productions, Inc."
50975,1,"Monolith Productions, Inc."
13605,2,"Monolith Productions, Inc."
39488,1,"Monolith Productions, Inc."
48654,2,"Monolith Productions, Inc."
47812,1,"Monolith Productions, Inc."
38647,2,"Monolith Productions, Inc."
47648,1,"Monolith Productions, Inc."
40283,2,"Monolith Productions, Inc."
48373,2,"Monolith Productions, Inc."
9430,2,"Monolith Productions, Inc."
4115,2,"Monolith Productions, Inc."
42312,2,"Monolith Productions, Inc."
22104,1,"Monolith Productions, Inc."
203,2,"Monolith Productions, Inc."
51589,2,"Monolith Productions, Inc."
14655,2,"Monolith Productions, Inc."
21749,2,"Monolith Productions, Inc."
14622,2,"Monolith Productions, Inc."
13120,2,"Monolith Productions, Inc."
16537,1,"Monolith Productions, Inc."
44387,1,"Monolith Productions, Inc."
21126,1,"Monolith Productions, Inc."
4059,2,"Monolith Productions, Inc."
10033,2,"Monolith Productions, Inc."
51858,1,"Monolith Productions, Inc."
2085,2,"Monolith Productions, Inc."
51546,2,"Monolith Productions, Inc."
34812,0,"Monolith Productions, Inc."
28404,2,"Monolith Productions, Inc."
50463,1,"Monolith Productions, Inc."
40674,2,"Monolith Productions, Inc."
1973,2,"Monolith Productions, Inc."
20528,2,"Monolith Productions, Inc."
23247,2,"Monolith Productions, Inc."
18246,2,"Monolith Productions, Inc."
8705,1,"Monolith Productions, Inc."
17055,1,"Monolith Productions, Inc."
47759,0,"Monolith Productions, Inc."
52402,2,"Monolith Productions, Inc."
45331,2,"Monolith Productions, Inc."
5343,0,"Monolith Productions, Inc."
43601,2,"Monolith Productions, Inc."
49876,1,"Monolith Productions, Inc."
23639,2,"Monolith Productions, Inc."
5558,2,"Monolith Productions, Inc."
44036,2,"Monolith Productions, Inc."
19724,0,"Monolith Productions, Inc."
41019,2,"Monolith Productions, Inc."
44841,1,"Monolith Productions, Inc."
33086,2,"Monolith Productions, Inc."
35598,1,"Monolith Productions, Inc."
30456,2,"Monolith Productions, Inc."
20670,1,"Monolith Productions, Inc."
40614,2,"Monolith Productions, Inc."
40543,1,"Monolith Productions, Inc."
36099,2,"Monolith Productions, Inc."
32309,2,"Monolith Productions, Inc."
35582,2,"Monolith Productions, Inc."
18591,1,"Monolith Productions, Inc."
27063,0,"Monolith Productions, Inc."
19685,2,"Monolith Productions, Inc."
1305,2,"Monolith Productions, Inc."
52537,2,"Monolith Productions, Inc."
46834,2,"Monolith Productions, Inc."
44658,1,"Monolith Productions, Inc."
5372,2,"Monolith Productions, Inc."
49686,1,"Monolith Productions, Inc."
962,0,"Monolith Productions, Inc."
51947,1,"Monolith Productions, Inc."
41376,2,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
19868,2,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
15077,2,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
981,2,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
4530,2,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
36162,1,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
24723,0,"Monolith Productions, Inc.,Timegate"
22032,0,"Monolith Productions, Inc.,Timegate"
5295,0,"Monolith Productions, Inc.,Timegate"
16535,2,"Monolith Productions, Inc.,Timegate"
53452,1,"Monolith Productions, Inc.,Timegate"
21961,2,"Monolith Productions, Inc.,Timegate"
22028,0,"Monolith Productions, Inc.,Timegate"
35208,1,"Monolith Productions, Inc.,Timegate"
2453,2,"Monolith Productions, Inc.,Timegate"
29249,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
37729,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
42032,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
41703,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
44478,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
17713,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
24641,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
48387,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
30839,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
18314,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
1500,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
32058,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
33085,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
21383,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
49438,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
44457,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
53388,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
14032,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
42696,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
3874,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
31485,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
35675,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
46235,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
33248,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
37322,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
1652,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
33141,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
8348,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
20739,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
40159,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
22307,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
30484,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
17902,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
10277,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
43289,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
30210,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
43530,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
38237,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
19198,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
37085,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
19007,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
15929,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
22724,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
20681,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
4705,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
36375,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
35221,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
31874,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
25681,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
41071,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
11178,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
32966,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
43361,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
18358,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
36962,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
40748,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
894,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
22313,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
33874,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
47882,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
16051,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
42241,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
13045,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
16030,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
11108,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
42535,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
37600,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
38249,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
49248,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
32983,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
592,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
34378,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
14955,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
4634,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
28142,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
40730,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
1145,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
41544,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
22599,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
26445,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
8735,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
47210,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
50412,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
21905,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
13913,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
51066,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
42002,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
40302,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
7833,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
48085,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
4891,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
45867,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
35100,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
12777,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
9202,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
29908,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
36674,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
43023,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
53345,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
27479,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
8629,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
14613,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
5634,0,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
9413,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
25863,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
18418,2,Monomi Park
39967,2,Monomi Park
1969,2,Monomi Park
1094,2,Monomi Park
11652,2,Monomi Park
3564,2,Monomi Park
47090,2,Monomi Park
7270,0,Monomi Park
17943,2,Monomi Park
17972,2,Monomi Park
10128,2,Monomi Park
29764,2,Monomi Park
368,2,Monomi Park
6161,0,Monomi Park
24100,2,Monomi Park
7970,2,Monomi Park
4789,2,Monomi Park
16407,2,Monomi Park
17160,2,Monomi Park
36203,2,Monomi Park
19751,2,Monomi Park
28037,2,Monomi Park
16949,2,Moon Studios GmbH
13581,2,Moon Studios GmbH
10236,2,Moon Studios GmbH
5437,1,Moon Studios GmbH
29290,2,Moon Studios GmbH
22601,2,Moon Studios GmbH
14238,2,Moon Studios GmbH
52549,1,Moon Studios GmbH
30514,2,Moon Studios GmbH
12407,2,Moon Studios GmbH
12780,2,Moon Studios GmbH
21450,2,Moon Studios GmbH
40090,2,Moon Studios GmbH
30889,2,Moon Studios GmbH
5406,2,Moon Studios GmbH
14439,1,Moon Studios GmbH
38285,2,Moon Studios GmbH
24959,2,Moon Studios GmbH
39055,2,Moon Studios GmbH
29185,2,Moon Studios GmbH
45200,2,Moon Studios GmbH
37698,2,Moon Studios GmbH
11722,2,Moon Studios GmbH
32429,2,Moon Studios GmbH
27454,0,Moon Studios GmbH
2593,2,Moon Studios GmbH
8261,2,Moon Studios GmbH
43706,2,Moon Studios GmbH
2811,2,Moon Studios GmbH
22470,0,Moon Studios GmbH
18917,2,Moon Studios GmbH
45359,2,Moon Studios GmbH
31477,2,Moon Studios GmbH
17117,2,Moon Studios GmbH
29261,2,Moon Studios GmbH
39011,2,Moon Studios GmbH
21230,0,Moon Studios GmbH
53423,2,Moonlite Software
1767,2,Moppin
27914,2,Moppin
39794,2,Moppin
12527,2,Moppin
2118,2,Moppin
3621,2,Most Wanted Entertainment
53276,2,Mouldy Toof Studios
24136,2,Mouldy Toof Studios
7712,2,Mouldy Toof Studios
27107,1,Mouldy Toof Studios
8098,1,Mouldy Toof Studios
32926,2,Mouldy Toof Studios
13406,1,Mouldy Toof Studios
104,1,Mouldy Toof Studios
9437,2,Mouldy Toof Studios
38188,2,Mouldy Toof Studios
37348,0,Mouldy Toof Studios
42740,2,Mouldy Toof Studios
45661,2,Mouldy Toof Studios
47698,2,Mouldy Toof Studios
18492,1,Mouldy Toof Studios
24140,2,Mouldy Toof Studios
53393,2,Mouldy Toof Studios
36255,2,Mouldy Toof Studios
28998,1,Mouldy Toof Studios
5268,2,Mouldy Toof Studios
6626,1,Mouldy Toof Studios
44293,2,Mouldy Toof Studios
21314,2,Mouldy Toof Studios
3304,2,Mouldy Toof Studios
10617,1,Mouldy Toof Studios
3483,2,Mouldy Toof Studios
10108,2,Mouldy Toof Studios
2466,2,Mouldy Toof Studios
35471,2,Mouldy Toof Studios
39087,1,Mouldy Toof Studios
53710,2,Mouldy Toof Studios
3282,2,Mouldy Toof Studios
52169,1,Mouldy Toof Studios
25357,0,Mouldy Toof Studios
9814,0,Mouldy Toof Studios
10293,2,Mouldy Toof Studios
36465,2,Mouldy Toof Studios
53024,1,Mouldy Toof Studios
52223,2,Mouldy Toof Studios
49928,0,Mouldy Toof Studios
31305,2,Mouldy Toof Studios
49130,2,Mouldy Toof Studios
4804,2,Mouldy Toof Studios
16569,2,Mouldy Toof Studios
11416,2,Mouldy Toof Studios
10287,2,Mouldy Toof Studios
17203,1,Mouldy Toof Studios
31559,1,Mouldy Toof Studios
13412,2,Mouldy Toof Studios
16545,0,Mouldy Toof Studios
50306,2,Mouldy Toof Studios
1788,2,Mountain Sheep
16131,0,MovingBlocks
24534,0,MovingBlocks
11506,1,Mr. Blue
12011,2,Mr. Blue
36969,2,Mr. Blue
11398,2,Mr. Blue
33158,2,Mr. Blue
7908,2,MuHa Games
45891,2,Murudai
48407,2,Murudai
25725,2,Murudai
24090,2,Murudai
41402,2,Murudai
44879,2,Murudai
29480,2,Muse Games
23370,2,Muse Games
33587,2,Muse Games
37947,2,Muse Games
44890,2,Muse Games
38166,0,Muse Games
11046,0,Muse Games
52311,2,Muse Games
15332,0,Muse Games
36261,2,Muse Games
32994,1,Muse Games
40143,2,Muse Games
8047,2,Muse Games
14780,2,Muse Games
40658,0,Muse Games
42406,2,Muse Games
39256,2,Muse Games
45346,2,Muse Games
13321,0,Muse Games
30504,2,Muse Games
10229,2,Muse Games
49796,2,Muse Games
15764,2,Muse Games
6709,0,Muse Games
8509,2,Muse Games
46282,0,Muse Games
2314,1,Muse Games
29670,2,Muse Games
38541,0,Muse Games
12245,2,Muse Games
37913,2,Muse Games
669,0,Muse Games
12224,2,Muse Games
39002,2,Muse Games
9612,1,Muse Games
48951,2,Muse Games
22655,2,Muse Games
12844,2,Muse Games
36361,0,Muse Games
48825,0,Muse Games
5892,2,Muse Games
50122,2,Muse Games
36427,1,Muse Games
16173,2,Muse Games
24440,2,Muse Games
27247,0,Muse Games
18795,0,Muse Games
25372,2,Muse Games
33711,2,Muse Games
38536,0,Muse Games
30536,2,Muse Games
36242,2,Muse Games
33913,2,Muse Games
18139,2,Muse Games
12653,2,Muse Games
21523,2,Muse Games
14674,2,Muse Games
16972,2,Muse Games
21862,2,Muse Games
23709,2,Muse Games
1160,2,Muse Games
6665,0,Muse Games
23613,2,Muse Games
23930,2,Muse Games
43243,2,Muse Games
8448,2,Muse Games
36563,2,Muse Games
23590,2,Muse Games
53622,2,Muse Games
53202,2,Muse Games
53527,2,Muse Games
39469,2,Muse Games
46365,2,Muse Games
25935,2,Muse Games
36937,1,Muse Games
28748,2,Muse Games
44998,2,Muse Games
12962,2,Muse Games
26506,2,Muse Games
43534,2,Muse Games
18504,2,Muse Games
1471,2,Muzzy Lane Software
32331,2,Muzzy Lane Software
12478,2,Myrtilus Entertainment
25859,0,Mystic Games
38523,2,N3V Games
2176,2,N3V Games
3188,2,N3V Games
3191,2,N3V Games
8375,2,NAMCO
25440,2,NAMCO
38346,2,NAMCO
20690,1,NAMCO
41962,0,NAMCO BANDAI Games
1281,2,NAMCO BANDAI Games
9880,0,NEXON Korea Corp.
44317,2,NEXON Korea Corp.
13563,2,NEXON Korea Corp.
774,2,NEXON Korea Corp.
40385,0,NEXON Korea Corp.
34606,0,NEXON Korea Corp.
4986,0,NEXON Korea Corp.
32637,0,NEXON Korea Corp.
7647,2,NEXON Korea Corp.
52972,2,NGD Studios
33259,1,NGD Studios
8936,2,NGD Studios
29621,2,NGD Studios
24097,2,NGD Studios
14298,2,NGD Studios
236,2,NGD Studios
32322,1,NGD Studios
33381,1,NGD Studios
24685,1,NGD Studios
15761,0,NGD Studios
41439,2,NIGORO
7502,0,NIGORO
13831,2,NIKITA ONLINE
26665,2,NIKITA ONLINE
5147,2,Nabi Studios
45414,2,Nabi Studios
33588,1,Nabi Studios
40249,2,Nabi Studios
49551,1,Nabi Studios
22968,0,Nabi Studios
44522,2,Nabi Studios
15246,2,Nabi Studios
26102,2,Nabi Studios
3875,2,Nabi Studios
18895,2,Nabi Studios
103,1,Nabi Studios
24863,2,Nabi Studios
18087,2,Nabi Studios
24790,2,Nabi Studios
25654,2,Nabi Studios
52279,1,Nabi Studios
48196,1,Nabi Studios
38914,1,Nabi Studios
15036,2,Nabi Studios
33920,2,Nabi Studios
11593,2,Nabi Studios
51709,2,Nabi Studios
48582,2,Nabi Studios
44266,0,Nabi Studios
19154,2,Nabi Studios
39301,2,Nabi Studios
10620,2,Nabi Studios
14945,2,Nabi Studios
46298,2,Nabi Studios
31950,2,Nabi Studios
52582,0,Nabi Studios
4119,1,Nabi Studios
53475,1,Nabi Studios
32033,0,Nabi Studios
6542,1,Nabi Studios
4483,2,Nabi Studios
31566,1,Nabi Studios
49737,1,Nabi Studios
16336,2,Nabi Studios
19501,0,Nabi Studios
30003,2,Nabi Studios
17453,2,Nabi Studios
1109,2,Nabi Studios
6390,0,Nabi Studios
23978,0,Nabi Studios
49620,2,Nabi Studios
52011,0,Nabi Studios
10674,0,Nabi Studios
221,0,Nabi Studios
41013,2,Nabi Studios
30362,1,Nabi Studios
2340,1,Nabi Studios
7403,2,Nabi Studios
20715,2,Nabi Studios
37620,0,Nabi Studios
52789,2,Nabi Studios
48757,2,Nabi Studios
46545,2,Nabi Studios
11995,1,Nabi Studios
28184,0,Nabi Studios
2992,1,Nabi Studios
40136,2,Nabi Studios
45713,2,Nabi Studios
52233,0,Nabi Studios
37932,2,Nabi Studios
1609,0,Nabi Studios
15533,2,Nabi Studios
1929,0,Nabi Studios
20631,2,Nabi Studios
42676,0,Nabi Studios
52875,2,Nabi Studios
52879,0,Nabi Studios
3570,0,Nabi Studios
24513,2,Nabi Studios
28752,2,Nabi Studios
9472,2,Nabi Studios
48367,1,Nabi Studios
53554,2,Nabi Studios
22038,2,Nabi Studios
16872,0,Nabi Studios
16568,2,Nabi Studios
35110,2,Nabi Studios
44318,2,Nabi Studios
2784,2,Nabi Studios
28781,0,Nabi Studios
16304,1,Nacho Games
34827,0,Nacho Games
48030,0,Nadeo
46765,1,Nadeo
25144,1,Nadeo
27121,1,Nadeo
22917,2,Nadeo
