developer,year_posted,recommend,review_sent
Sproing,2014,1,2
Alan Zucconi,2014,1,2
Alawar,2014,1,2
Spooky Squid Games Inc.,2013,1,2
Split Polygon,2015,1,2
Splash Damage,2014,2,2
Alawar,2015,1,2
"Spike Chunsoft Co., Ltd.",2016,2,2
Spiderweb Software,2016,1,2
Spiderweb Software,2015,0,2
Soul Forge,2016,1,2
Spiders,2014,1,2
Spidermonk Entertainment,2014,1,2
Spicy Horse,2013,1,2
Aleksey Abramenko,2013,1,2
Spectral Games,2015,0,2
Spearhead Games,2016,0,2
Spearhead Games,2015,1,2
"Sparpweed,Codeglue",2016,1,2
Spark Plug Games,2016,0,2
Spaces of Play,2014,1,2
Aleksey Abramenko,2016,1,2
Space Budgie,2015,1,2
Space Boat Studios,2016,2,2
Space Boat Studios,2015,1,2
Alawar Entertainment,2016,1,2
Gremlin Interactive,2015,1,2
Nauris Amatnieks,2016,1,2
Cryptic Sea,2013,1,2
Game in a Bottle,2015,1,2
Data Realms,2016,1,2
David Mulder,2016,1,2
Blue Tea Games,2016,1,2
Extend Studio,2011,1,2
Fresh3D,2016,1,2
FreezeNova,2016,1,2
David Stark,2015,1,2
"CINEMAX, s.r.o.",2014,3,2
Game-Labs,2014,1,2
Game-Labs,2015,1,2
Fermenter Games,2015,1,2
GameArt Studio GmbH,2014,1,2
Fervent,2016,1,2
Dimmdrive Inc.,2015,1,2
Crate Entertainment,2014,1,2
"GameConnect,InterWave Studios",2011,1,2
"GameConnect,InterWave Studios",2013,1,2
"GameConnect,InterWave Studios",2014,0,2
Fictiorama Studios,2015,1,2
David Szymanski,2016,1,2
Data Realms,2015,2,2
"Blue Byte,Related Designs",2016,1,2
Creability,2016,0,2
Data Realms,2013,1,2
Creepy Cute,2016,1,2
EA Los Angeles,2011,1,2
GalaxyTrail,2016,1,2
Gambrinous,2015,1,2
CreativeForge Games,2016,1,2
Game Dev Castle,2014,1,2
Frima Studio,2014,1,2
CreativeForge Games,2015,1,2
Dark Day Interactive,2015,1,2
Eyebrow Interactive,2016,1,2
"CI Games,Deck 13",2015,1,2
Dark Energy Digital Ltd.,2014,1,2
Dark Energy Digital Ltd.,2015,1,2
Eyebrow Interactive,2013,1,2
DarkElite,2014,1,2
Eyebrow Interactive,2012,1,2
"CI Games,Deck 13",2016,1,2
"Creative Assembly, PC Port - Hardlight",2015,0,2
Dischan Media,2013,1,2
Game Distillery s.r.o.,2013,1,2
Darklight Games,2014,1,2
Creat Studio,2016,1,2
Bugbear,2016,0,2
Blue Byte,2016,0,2
CM Softworks,2016,1,2
Core Design,2015,1,2
"Gamebryo,Virtual Playground",2016,0,2
Core Design,2014,1,2
Fred Wood,2015,1,2
Brainy Studio LLC,2016,1,2
EasyGameStation,2016,1,2
"Double Helix Games,Rainbow Studios,THQ Nordic",2016,0,2
Brainchild,2015,1,2
"Games by Robert, LLC",2015,1,2
Gaming Minds,2012,1,2
Gaming Minds Studios,2015,1,2
Gamious,2016,1,2
Core Design,2013,1,2
Ed Key and David Kanaga,2015,1,2
DeXP,2015,1,2
Edelweiss,2014,2,2
Digital Tentacle,2014,1,2
CSR-Studios,2012,1,2
Brainbox Software,2016,1,2
Digital Melody,2016,2,2
Exato Games Studio,2015,0,2
EasyGameStation,2010,1,2
Coredumping,2015,1,2
GameUS Inc.,2015,0,2
"Free Games Info,hyperboreanGames",2016,1,2
Diminished Studios,2015,1,2
Exor Studios,2014,2,2
David Williamson,2015,0,2
ES Team,2014,1,2
Crackpot Entertainment,2014,2,2
Fiddlesticks Games,2016,1,2
Cosmic Cow LLC,2015,0,2
Dawid Bujak,2016,1,2
Day 1 Studios,2013,1,2
EVGA,2015,1,2
"Crescent Moon Games,Cinopt Studios",2014,1,2
Corrosive Studios LLC,2016,1,2
CRASS Studios,2016,1,2
"Coreplay GmbH,Bigmoon Studios",2012,0,2
Brawsome,2015,1,2
Days of Wonder,2015,1,2
Brawsome,2011,1,2
GameORE,2015,1,2
Eagle Dynamics SA,2014,1,2
Digitalmindsoft,2012,1,2
EasyAntiCheat Ltd,2016,1,2
Excalibur,2015,1,2
EXE-CREATE,2015,1,2
Dead Shark Triplepunch,2015,2,2
"CAVE Interactive CO.,LTD.",2015,1,2
"EA - Maxis,Aspyr (Mac)",2016,1,2
Curve Studios,2014,1,2
CD PROJEKT RED,2012,1,2
"Curve Digital,FuturLab",2016,1,2
Double Fine Productions,2012,1,2
Failbetter Games,2015,1,2
Crytek Studios,2016,1,2
Bromoco Games,2016,1,2
Bob the Game Development Bot,2016,1,2
Broken Rules,2015,1,2
Furiously Inactive Games,2014,1,2
Double Fine Productions,2011,1,2
Crytek Studios,2015,1,2
"Double Eleven,Q-Games Ltd.",2014,2,2
Futuremark,2013,1,2
Futuremark,2016,1,2
G-OLD,2016,1,2
Dreadbit,2015,1,2
DL Softworks,2016,1,2
Blue Isle Studios,2016,1,2
Fallen Snow Studios,2016,0,2
"Fancy Bytes, Reactor",2015,1,2
Cyan Worlds,2014,1,2
Dream Reactor,2016,1,2
Fugazo,2015,0,2
"Factor 5,LucasArts",2016,1,2
Cyberlore,2015,1,2
Cyberdreams,2016,1,2
Full Control Studios,2015,1,2
Cyberdreams,2015,2,2
"CyberConnect2 Co., Ltd.",2016,1,2
"Double Helix Games,Rainbow Studios,THQ Nordic",2015,1,2
"Double Helix Games,Rainbow Studios,THQ Nordic",2012,1,2
Fun Sponge Games,2016,1,2
"Double Helix Games,Capcom",2016,0,2
Full Control,2014,1,2
Cyanide Studios,2013,2,2
Cyanide Studio - Spiders Studios,2013,1,2
Doublesix Games,2015,1,2
Cyanide Studio,2016,2,2
Cyanide Studio,2013,1,2
Double Helix Games,2012,1,2
Funcom,2014,1,2
Cyanide Montreal,2013,0,2
Dovetail Games,2010,1,2
Cyanide,2014,2,2
Cyan Worlds,2016,0,2
"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2014,1,2
"GAME ARTS Co., Ltd.,SkyBox Labs",2015,1,2
GDT Limited,2015,1,2
GNISoft,2016,1,2
Dylan Fitterer,2010,1,2
Dodge Roll,2014,1,2
Dambuster Studios,2016,1,2
FromSoftware,2012,2,2
Eyemobi Ltd.,2016,1,2
"Buddy Cops, LLC",2016,1,2
Eyemobi Ltd.,2015,1,2
Farsky Interactive,2015,2,2
"Croteam,Alligator Pit",2015,1,2
Dancing Dragon Games,2014,1,2
Disney Interactive,2014,1,2
Critical Studio,2016,1,2
Frogshark,2016,1,2
CI Games,2015,0,2
Brian Cronin,2015,1,2
CCP,2011,1,2
Frogdice,2014,1,2
Criterion Games,2011,1,2
Fatshark,2014,1,2
Frogames,2015,1,2
"Crescent Moon Games,Cinopt Studios",2015,1,2
"Dumativa Creative Studio,Castro Brothers",2016,3,2
Dodge Roll,2015,1,2
Cryptic Studios,2011,1,2
Blue Isle Studios,2015,2,2
Frozenbyte,2011,1,2
DONTNOD Entertainment,2016,1,2
Doomster Entertainment,2016,1,2
DolphinBarn,2014,1,2
DrinkBox Studios,2016,1,2
"Frontier,Aspyr (Mac)",2016,1,2
DR Studios,2015,2,2
"CD PROJEKT RED,Can Explode",2015,1,2
FOAM Entertainment,2015,1,2
Crytek,2012,1,2
EA Black Box,2013,1,2
"Frontier,Aspyr (Mac)",2014,1,2
GTGD,2015,1,2
Daedalic Entertainment,2013,1,2
Drixy Games,2015,1,2
FarSight Studios,2015,1,2
GabberGames.com,2015,1,2
Frontier Developments,2016,1,2
Gaijin Entertainment,2011,1,2
Dry Cactus,2016,1,2
Crystal Dynamics,2012,1,2
Duelboot,2014,1,2
"Crystal Dynamics,Feral Interactive (Mac)",2015,1,2
Colossal Order Ltd.,2013,1,2
Gamepires,2014,1,2
C3SK,2015,2,2
Demiurge Studios,2016,0,2
Ginger Labs LLC,2016,1,2
"Eric Chahi,DotEmu",2014,1,2
Choice of Games,2016,2,2
Glass Knuckle Games,2014,1,2
Dennaton Games,2012,1,2
Epiphany Games,2015,1,2
"Firaxis Games,Aspyr (Mac, Linux)",2010,1,2
Choice Provisions,2016,0,2
Chondrite Games,2016,1,2
Glass Knuckle Games,2015,1,2
"Epic Games, Inc.",2016,1,2
Elite Games Team,2015,1,2
Childish Things,2016,1,2
Digital Dawn Studios,2015,1,2
Childish Things,2015,0,2
Fishlabs Entertainment GmbH,2016,0,2
Cherry Pop Games,2016,1,2
Bluehole Ginno Games,2016,0,2
Cherry Pop Games,2015,0,2
GlyphX Games,2014,1,2
Bulbware,2016,1,2
"Flashback Games,The Lordz Games Studio",2015,1,2
Chris Sawyer Productions,2015,1,2
Boss Baddie,2015,1,2
Clapfoot,2016,1,2
"Eidos-Montréal,Feral Interactive (Mac)",2015,1,2
"Dejobaan Games, LLC",2011,1,2
"Dejobaan Games, LLC",2013,1,2
"Dejobaan Games, LLC",2015,1,2
Ethrea Dreams,2016,1,2
"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",2015,1,2
Giant Army,2013,1,2
Firaxis Games,2016,2,2
Flying Cafe for Semianimals,2015,1,2
Colossal Order Ltd.,2012,1,2
Ekuator Games,2015,1,2
Erik Asmussen,2016,1,2
Capcom,2011,1,2
"Circle Five Studios,Pub Games",2016,1,2
Demiurge Studios,2013,1,2
Elder Games,2014,1,2
Elecorn,2016,1,2
"Eric Hartman,Ben Garney,Anthony Rotondo",2016,1,2
Flox Studios Ltd.,2016,0,2
Fishing Cactus,2016,1,2
Fishcow Studio,2014,1,2
Elixir Studios,2013,2,2
Cherry Pop Games,2013,1,2
Empty Clip Studios,2014,1,2
"Gravity, Inc.",2013,2,2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012,2,2
Endgame Studios,2015,1,2
Cardboard Keep,2016,1,2
Digerati Distribution,2014,1,2
Digerati Distribution,2013,2,2
"Gravvit Ltd,Forbes  Consult Ltd",2014,1,2
Endless Loop Studios,2014,1,2
DiezelPower,2012,2,2
Entrada Interactive LLC,2014,0,2
Entity Medialab,2016,1,2
Capcom Game Studio Vancouver,2015,1,2
"Boolat Games,Alawar Entertainment",2014,1,2
"Boolat Games,Alawar Entertainment",2016,1,2
Gray Matter Studios,2013,1,2
Gray Matter Studios,2015,2,2
Capybara Games,2014,1,2
Capcom Game Studio Vancouver,2016,0,2
Endless Loop Studios,2015,0,2
Boomzap Entertainment,2016,1,2
Carlsen Games,2015,1,2
Camouflaj,2015,1,2
Born Ready Games,2014,1,2
Carmine T. Guida,2016,1,2
Chasing Carrots,2016,0,2
Elixir Studios,2014,1,2
"Chad Close,Kyle Weik",2015,0,2
Centauri Production,2013,0,2
Celsius Game Studios,2015,1,2
Elliptic Games,2016,1,2
GolemLabs,2015,1,2
Bytebin,2015,1,2
Empires,2014,1,2
Devespresso Games,2016,1,2
BurstRay Games,2015,0,2
Cauldron,2015,1,2
Cauldron,2014,1,2
Firemint,2011,1,2
Devil's Details,2012,1,2
Good Games,2014,1,2
Firebase Industries Ltd.,2015,1,2
BlinkWorks Media,2012,1,2
Empires,2015,1,2
Devil's Details,2013,1,2
Digital Arrow,2015,1,2
"Firaxis Games,Feral Interactive (Mac)",2015,1,2
Clickteam,2014,1,2
Full Control Studios,2016,1,2
"Cliffhanger Productions,Catalyst Games Lab",2015,1,2
Deep Red Limited,2014,0,2
Evil Twin Artworks,2015,1,2
Deep Red Limited,2015,1,2
Force Of Habit,2016,0,2
Forbes Consult Ltd,2015,1,2
"Evgeny Shcherbakov,Denis Ovsyannikov",2016,1,2
"Edmund McMillen, Florian Himsl",2013,1,2
Deep Red Limited,2016,1,2
Focus Home Interactive,2013,1,2
Codemasters Birmingham,2013,1,2
"Codemasters Racing,Feral Interactive (Mac)",2016,1,2
Bugbyte Ltd.,2016,1,2
Codemasters,2015,2,2
Codemasters,2014,1,2
Flyleap Studios Pty. Ltd.,2015,0,2
"Edmund McMillen, Florian Himsl",2015,1,2
"Edmund McMillen,James Id",2015,1,2
"Edmund McMillen,Tyler Glaiel",2013,1,2
Deepred,2016,1,2
Final Form Games,2013,1,2
Final Form Games,2015,1,2
Geek Sloth Games,2015,1,2
Codemasters,2016,1,2
"Finji,Kittehface Software",2015,1,2
"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2014,2,2
Codemasters Studios,2011,1,2
Ganz,2015,2,2
Colossal Games,2015,1,2
Decent Machine,2015,2,2
Gas Powered Games,2011,1,2
Deck13,2014,1,2
Deck13 Hamburg,2014,1,2
Cold Beam Games,2016,1,2
"Gaslamp Games, Inc.",2011,2,2
Deck13 Hamburg,2015,1,2
Final Boss Entertainment,2013,1,2
BlueGiant Interactive,2016,0,2
Gatling Goat Studios,2015,1,2
Cold Beam Games,2012,1,2
Final Form Games,2011,1,2
FreakZone Games,2013,1,2
Fractal Phase,2015,1,2
Edmund McMillen and Florian Himsl,2011,1,2
FourbitFriday,2015,1,2
Four Quarters,2016,1,2
BlueGiant Interactive,2011,1,2
Exato Game Studios,2015,1,2
"CAPCOM CO., LTD.",2014,1,2
FreakZone Games,2016,2,2
Defence Alliance Team,2013,1,2
Evgenii Gubanov,2016,0,2
CoaguCo Industries,2015,0,2
Cloud 9 Studio,2014,1,2
Geoff Keighley,2014,0,2
Defence Alliance Team,2015,1,2
Geoff Keighley,2013,1,2
Climax Studios,2015,1,2
Cococucumber,2016,0,2
Genetix Studio,2016,1,2
Cockroach Inc.,2015,1,2
Climax Studios,2016,1,2
Eggcode,2015,1,2
Ghost Town Games Ltd.,2016,2,2
Blit Software,2012,1,2
Code Club AB,2015,1,2
"Cloudcade, Inc.",2016,0,2
Eurocom,2014,1,2
"Geoff ""Zag"" Keene",2016,1,2
Cadenza Interactive,2010,1,2
Eidos Studio Hungary,2014,1,2
Digital Happiness,2015,1,2
Eidos Studio Hungary,2015,1,2
Cadence Games,2016,1,2
Climax Studios,2014,1,2
General Arcade,2013,1,2
Geoff Keighley,2015,1,2
DiggerWorld Ltd.,2016,0,3
Four Quarters,2015,3,3
Streum On Studio,2015,2,3
Fatshark,2013,2,3
Bluehole Ginno Games,2015,2,3
SDEnterNet,2015,2,3
Labyrinthine,2015,2,3
Frogames,2016,2,3
BumpkinBrothers,2014,2,3
Almost Human Games,2015,2,3
Fayju,2015,2,3
Spark Unlimited,2014,4,3
Team17 Digital Ltd,2010,2,3
"Monolith Productions, Inc.,Timegate",2014,3,3
Mad Otter Games,2015,0,3
Team17 Digital Ltd,2016,2,3
Full Control Studios,2014,2,3
C3SK,2016,1,3
"Signal Studios,Krome Studios",2014,1,3
DarkElite,2015,2,3
"Monolith Productions, Inc.,Timegate",2015,2,3
BattleGoat Studios,2015,2,3
Defence Alliance Team,2014,0,3
TERC,2016,2,3
Shiro Games,2016,2,3
Steel Monkeys,2014,2,3
Frontwing,2016,2,3
TT Games,2014,2,3
Shiver Games,2015,3,3
Sandswept Studios,2015,2,3
Flyleap Studios,2016,2,3
Badland Studio,2016,1,3
Sweet Dog Studios,2014,1,3
Shumkov Dmitriy,2016,2,3
Lesley Dodd,2015,2,3
Storybird,2014,2,3
Sometimes You,2015,0,3
Stolen Couch Games,2015,2,3
CCP,2016,3,3
TML-Studios,2015,1,3
Sos,2015,1,3
Freebird Games,2013,3,3
TT Games,2015,2,3
CAPCOM,2016,2,3
SNK CORPORATION,2014,3,3
Subsoap,2015,1,3
Shark Punch,2016,1,3
Sapphire Dragon Productions,2015,3,3
"SNK CORPORATION,DotEmu",2015,3,3
Santa Ragione,2014,3,3
CCP,2014,0,3
Spicy Tails,2015,3,3
SimBin,2014,2,3
Andy Wallace,2015,2,3
South East Games,2014,1,3
"TT Games Ltd,Feral Interactive (Mac)",2014,2,3
Denver Productions,2016,1,3
Starbreeze Studios AB,2016,3,3
Amanita Design,2013,2,3
Stamina-Games,2015,2,3
Lightbulb Crew,2015,0,3
Big Fat Simulations Inc.,2016,1,3
United Independent Entertainment GmbH,2015,1,3
Insurgency Development Team,2014,2,3
ComiPo! LLP,2015,1,3
Rail Slave Games,2016,2,3
Rail Slave Games,2014,0,3
Ganz,2016,2,3
Vertigo Gaming Inc.,2016,2,3
Ubisoft Sofia,2014,2,3
Octoshark Studios,2016,2,3
Blit Software,2015,3,3
"Viswanath Atlu,Laurie Banks,Rohan Bhukan,Nick Burnham,Avinash Kalapala,Yash Kapani,Katharine Marsh,Ankur Rathore,Hardit Singh,Anoop Nihar Srinivas,Ryan Guanyuhao Jiang,Robert Zhu",2016,1,3
2Play,2013,2,3
Old School Games,2013,2,3
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",2016,2,3
Vortal Storm,2014,4,3
Codemasters Digital,2015,1,3
Edge Case Games Ltd.,2014,2,3
Ubisoft Romania,2014,2,3
Io-Interactive A/S,2013,3,3
Io-Interactive A/S,2016,3,3
Tribe Studios,2014,2,3
Tribe Studios,2015,2,3
Ivory Tower in collaboration with Ubisoft Reflections,2016,3,3
NotGames,2016,1,3
Game Mechanics,2015,2,3
Troika Games,2012,2,3
Extend Studio,2014,1,3
NovaLogic,2015,2,3
Ironhide Game Studio,2015,2,3
EA Los Angeles,2016,2,3
Brian Cronin,2014,2,3
"Iron Galaxy Studios, LLC",2015,1,3
Uber Entertainment,2011,2,3
Crate Entertainment,2013,2,3
Ion Storm,2012,2,3
EA Redwood Shores,2016,3,3
Crackshell,2013,2,3
Omniconnection,2015,2,3
North of Earth,2015,1,3
Black Isle Studios,2014,3,3
Egamea Game Studios,2015,1,3
HeR Interactive,2014,2,3
"Hassey Enterprises, Inc.",2014,2,3
Going Loud Studios,2016,2,3
Aspyr Studios,2016,2,3
Parallaxian Pty Ltd,2016,2,3
"Epic Games, Inc.",2013,2,3
BlinkWorks Media,2013,1,3
"Zykov Eddy,Xitilon",2015,2,3
Cat5Games,2015,2,3
Carmine T. Guida,2015,1,3
"Gravity, Inc.",2014,3,3
"Gunfire Games,Vigil Games,THQ Nordic",2016,1,3
Grynsoft,2014,2,3
"Gravity, Inc.",2015,1,3
Carbon Games,2012,2,3
sparsevector,2013,4,3
Pieces Interactive,2016,2,3
Zombie Panic Team,2016,3,3
Hello There AB,2016,2,3
PlayFlock,2016,2,3
Puppygames,2015,1,3
Hörberg Productions,2014,2,3
Puny Human,2016,2,3
Psychic Software,2014,1,3
Egosoft,2013,2,3
Humble Hearts LLC,2016,2,3
"Eidos Montreal,Feral Interactive (Mac)",2013,2,3
Oscar Brittain,2016,2,3
Artifex Mundi,2014,2,3
EightyEightGames,2014,2,3
Yakiniku Banzai,2014,2,3
Hitbox Team,2015,2,3
"2K Czech,Feral Interactive (Mac)",2011,2,3
Giant Army,2015,1,3
Cipher Prime Studios,2013,2,3
"Eric Hartman,Ben Garney,Anthony Rotondo",2015,2,3
Electronic Arts,2016,1,3
QCF Design,2014,2,3
JIW-Games,2016,3,3
DiezelPower,2013,2,3
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2011,3,3
"Tomi Maarela,Elias Viglione",2016,2,3
"Sledgehammer Games,Raven Software",2016,1,3
Robot Entertainment,2011,2,3
"Funselektor Labs Inc.,FlippFly",2016,2,3
Relic,2014,1,3
RobTop Games,2014,3,3
Tlön Studios,2015,1,3
Nimbly Games,2014,2,3
The Farm 51,2015,2,3
9heads Game Studios,2014,4,3
Nival,2014,3,3
Reperio Studios,2016,0,3
"The Creative Assembly,Feral Interactive (Mac)",2013,3,3
"The Creative Assembly,Feral Interactive (Mac)",2015,2,3
Dovetail Games,2012,2,3
Big Robot Ltd,2015,3,3
Replay Studios,2014,2,3
Kinelco &amp; Lone Elk Creative,2016,2,3
Brilliant Skies Ltd.,2016,2,3
"Roll7,General Arcade",2014,2,3
G2CREW,2016,3,3
FIVE-BN GAMES,2016,2,3
"EA - Maxis,Aspyr (Mac)",2014,2,3
JetCat Games,2016,1,3
Croteam,2013,3,3
Net Games Laboratory,2015,0,3
Dreampainters,2014,2,3
Travian Games GmbH,2015,0,3
Jason Rohrer,2014,1,3
Keen Games,2014,0,3
Robotronic Games,2015,1,3
The Odd Gentlemen,2015,2,3
FRENCH-BREAD,2016,2,3
Johannes Eski,2016,2,3
CyberConnect2 Co. Ltd.,2015,6,3
"Nicalis, Inc.,Edmund McMillen",2016,2,3
Psychic Software,2015,1,4
Born Ready Games Ltd.,2014,3,4
Owlchemy Labs,2015,2,4
SMG Studio,2015,2,4
Robotronic Games,2014,2,4
Nadeo,2016,2,4
Mohawk Games,2016,2,4
Electronic Arts,2015,1,4
Firaxis Games,2015,3,4
Rockstar North / Toronto,2013,1,4
Eko Software,2016,2,4
Rockstar Games,2012,2,4
"Nicalis, Inc.",2011,2,4
Rocket Bear Games,2016,2,4
STRIKEWORKS,2015,2,4
"Batterystaple Games,Fire Hose Games",2015,2,4
Outerlight Ltd.,2013,2,4
BattleGoat Studios,2014,2,4
"Eidos-Montréal,Feral Interactive (Mac)",2016,2,4
Over The Moon,2016,3,4
"PopCap Games, Inc.",2016,2,4
"EA - Maxis,Aspyr (Mac)",2015,2,4
Pixbits,2016,2,4
Aperture Tag Team,2015,3,4
"Epic Games, Inc.",2012,2,4
DoubleBear Productions,2014,3,4
Bohemia Interactive,2011,2,4
Mirillis,2014,2,4
Back To Basics Gaming,2016,1,4
Sixteen Tons Entertainment,2016,1,4
Digerati Distribution,2015,2,4
Almost Human Games,2014,4,4
"SkyBox Labs,Big Huge Games",2016,2,4
"Fabio Ferrara,Giulia Airoldi",2016,2,4
Entrada Interactive LLC,2015,2,4
Nerial,2016,2,4
DiezelPower,2014,2,4
Minskworks,2016,1,4
Room710Games,2016,2,4
Mixamo,2016,2,4
NeocoreGames,2013,4,4
Dragonfly,2016,3,4
Rogue Factor,2016,2,4
"Firaxis Games,Aspyr (Mac, Linux)",2011,2,4
Firaxis Games,2010,2,4
Amanita Design,2015,2,4
Amanita Design,2014,2,4
Pandemic Studios,2012,2,4
Elliptic Games,2015,2,4
Emmanuel Salva Cruz,2015,2,4
SimBin,2013,2,4
Paradox Development Studio,2012,3,4
Mode 7,2011,2,4
"Pinokl Games,Kverta",2015,2,4
Simogo,2014,4,4
"S2 Games, LLC",2016,2,4
"Signal Studios,Smart Ghost",2016,1,4
Nicolas Bernard,2016,2,4
Question,2015,2,4
Pyro Studios,2015,3,4
Number None,2011,2,4
Red Dwarf Games,2016,2,4
Number None,2015,2,4
EA Redwood Shores,2015,3,4
Basaltic studio,2016,2,4
"Noah System,Mgame",2016,1,4
Numinous Games,2016,1,4
Mouldy Toof Studios,2016,2,4
EA - Maxis,2015,3,4
Reloaded Productions,2011,2,4
Baggy Cat Ltd,2016,2,4
"OCR Dev Team,Onur Uça",2015,1,4
Moppin,2016,2,4
Rubycone,2015,2,4
Bugbear Entertainment,2013,3,4
Murudai,2013,2,4
Recoil Games,2013,2,4
NEXON Korea Corp.,2015,4,4
NEXON Korea Corp.,2014,2,4
EA Los Angeles,2012,3,4
Relic,2011,2,4
Sauropod Studio,2016,3,4
Scarlet String Studios,2016,2,4
N3V Games,2014,2,4
"Noio,Licorice",2015,4,4
Red Thread Games,2016,2,4
Red Thread Games,2014,2,4
Eyedentity Games Inc.,2016,2,4
Scott Cawthon,2016,5,4
Anisoptera Games,2016,2,4
Sauropod Studio,2015,0,4
Red Team Games,2016,2,4
Dinosaur Polo Club,2014,2,4
Secret Exit Ltd.,2015,4,4
Dingaling,2015,3,4
Robotronic Games,2013,2,4
Rebellion,2011,2,4
OVERKILL Software,2011,2,4
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015,2,4
ExDream GmbH,2014,2,4
FarSight Studios,2013,3,4
Shiro Games,2015,1,4
"Radial Games Corp,Dejobaan Games, LLC",2013,2,4
Nihon Falcom,2015,2,4
Shiver Games,2014,2,4
REMIMORY,2014,2,4
Quickfire Games,2015,1,4
Night School Studio,2016,2,4
Brytenwalda,2015,2,4
"AndrewMD5,Codeusa",2015,2,4
"Edmund McMillen, Florian Himsl",2014,2,4
Fabio Ferrara,2014,0,4
Bugbear Entertainment,2016,3,4
"Radial Games Corp,Dejobaan Games, LLC",2014,2,4
Reality Pump Studios,2013,2,4
"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",2014,2,4
Odin Game Studio,2014,2,4
EasyAntiCheat Ltd,2015,2,4
NIKITA ONLINE,2015,1,4
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2014,2,4
"Arcen Games, LLC",2016,1,4
Eden Studios,2014,3,4
Bugbear Entertainment,2015,2,4
Sakura River Interactive,2014,2,4
Baggy Cat Ltd,2015,2,4
Brightrock Games,2014,2,4
Oddworld Inhabitants,2011,2,4
Exato Games Studio,2014,2,4
Oddworld Inhabitants,2013,2,4
Dry Cactus,2015,2,4
"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",2016,2,4
Oddworld Inhabitants,2016,2,4
Exato Games Studio,2013,2,4
Digitalmindsoft,2016,3,4
Love Conquers All Games,2013,2,4
MinMax Games Ltd.,2013,1,4
"Ubisoft Sofia,Ubisoft Kiev",2016,2,4
Io-Interactive A/S,2014,4,4
"BitMonster, Inc.",2016,1,4
Crackshell,2015,2,4
Ubisoft Montpellier,2011,1,4
U.S. Army,2015,2,4
"Iron Galaxy Studios, LLC",2014,2,4
"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",2015,2,4
"Turtle Cream,PokPoong Games",2014,2,4
5 Bits Games,2015,2,4
Turbo Pixel Studios,2015,2,4
Ironhide Game Studio,2016,3,4
Game in a Bottle,2016,2,4
"CreSpirit,GemaYue",2016,2,4
"Triumph Studios,Virtual Programming",2014,2,4
Ubisoft Toronto,2013,2,4
3f Interactive,2014,2,4
Unfinished Pixel,2015,2,4
Coredumping,2016,2,4
Gas Powered Games,2012,2,4
Infinity Plus 2,2014,2,4
3 Sprockets,2015,2,4
Colossal Order Ltd.,2014,2,4
Varkian Empire,2016,2,4
VaragtP,2016,3,4
Vae Victis Games,2014,2,4
"Irrational Games,Looking Glass Studios",2015,2,4
VStep,2015,1,4
Gamepires,2015,2,4
Bloober Team SA,2016,2,4
Gameguyz,2015,2,4
Blue Bottle Games,2015,1,4
Interplay Inc.,2014,2,4
Introversion Software,2012,2,4
3D Realms (Apogee Software),2015,2,4
"343 Industries,Vanguard Games",2015,1,4
Game Dev Castle,2015,2,4
Tribute Games Inc.,2013,2,4
JCKSLAP,2016,5,4
Tin Man Games,2015,2,4
Tigerish Games,2015,3,4
K Bros Games,2016,2,4
KADOKAWA,2013,2,4
Crystal Dynamics,2014,2,4
KADOKAWA,2016,2,4
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,2015,1,4
Gaijin Entertainment,2014,1,4
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,2016,1,4
TickTock Games,2014,2,4
Crystal Shard,2014,2,4
The Working Parts,2014,1,4
"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",2015,1,4
The Odd Gentlemen,2012,2,4
GSC Game World,2013,2,4
The Molasses Flood,2016,2,4
"KADOKAWA,Yoji Ojima",2015,2,4
CSR-Studios,2013,2,4
"JumpStart Games, Inc.",2014,2,4
MinMax Games Ltd.,2014,2,4
"BioWare,Aspyr (Mac)",2013,3,4
"Trek Industries, Inc",2013,2,4
"Traveller's Tales,Feral Interactive (Mac)",2015,2,4
"Traveller's Tales,Feral Interactive (Mac)",2014,3,4
Traveller's Tales,2016,2,4
5th Cell Media,2016,2,4
Criterion Games,2012,2,4
Gaijin Entertainment,2016,2,4
"Jetdogs Studios,Zoom Out Games",2015,2,4
Touz,2014,2,4
Tomasz Wacławek,2015,1,4
Jon Gallant,2016,2,4
Toge Productions,2014,2,4
